Season,TeamA,TeamB,Win,A_PPG,A_FG%,A_FG3%,A_FT%,A_OR_per_game,A_DR_per_game,A_Ast_per_game,A_TO_per_game,A_Stl_per_game,A_Blk_per_game,A_PF_per_game,A_Road_Wins,A_ConfAbbrev,A_TeamName,A_TotalD1Seasons,A_Seed,A_CoachName,B_PPG,B_FG%,B_FG3%,B_FT%,B_OR_per_game,B_DR_per_game,B_Ast_per_game,B_TO_per_game,B_Stl_per_game,B_Blk_per_game,B_PF_per_game,B_Road_Wins,B_ConfAbbrev,B_TeamName,B_TotalD1Seasons,B_Seed,B_CoachName
2023,1418,1124,,76,47,37,67,10,23,14,12,7,3,17,12,sun_belt,Louisiana,39,W13,bob_marlin,77,45,37,75,10,20,14,12,7,2,17,8,big_twelve,Baylor,39,X03,scott_drew
2023,1421,1124,,73,47,39,69,7,24,12,13,6,4,16,14,big_south,UNC Asheville,37,Z15,mike_morell,77,45,37,75,10,20,14,12,7,2,17,8,big_twelve,Baylor,39,X03,scott_drew
2023,1425,1124,,73,46,34,74,8,24,13,12,7,5,17,7,pac_twelve,USC,39,W10,andy_enfield,77,45,37,75,10,20,14,12,7,2,17,8,big_twelve,Baylor,39,X03,scott_drew
2023,1429,1124,,78,48,39,77,7,26,17,12,5,3,17,12,mwc,Utah St,39,X10,ryan_odom,77,45,37,75,10,20,14,12,7,2,17,8,big_twelve,Baylor,39,X03,scott_drew
2023,1433,1124,,71,47,35,70,8,23,13,13,9,5,16,12,a_ten,VCU,39,Z12,mike_rhoades,77,45,37,75,10,20,14,12,7,2,17,8,big_twelve,Baylor,39,X03,scott_drew
2023,1436,1124,,72,47,36,70,5,23,14,9,6,3,15,10,aec,Vermont,39,W15,john_becker,77,45,37,75,10,20,14,12,7,2,17,8,big_twelve,Baylor,39,X03,scott_drew
2023,1438,1124,,68,45,35,70,7,23,16,8,7,4,14,10,acc,Virginia,39,X04,tony_bennett,77,45,37,75,10,20,14,12,7,2,17,8,big_twelve,Baylor,39,X03,scott_drew
2023,1452,1124,,76,45,35,74,10,22,13,12,7,3,18,6,big_twelve,West Virginia,39,X09,bob_huggins,77,45,37,75,10,20,14,12,7,2,17,8,big_twelve,Baylor,39,X03,scott_drew
2023,1462,1124,,81,49,40,71,9,26,19,12,7,3,16,10,big_east,Xavier,39,Y03,sean_miller,77,45,37,75,10,20,14,12,7,2,17,8,big_twelve,Baylor,39,X03,scott_drew
2023,1158,1129,,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1159,1129,,78,51,41,66,7,24,18,10,7,3,13,12,patriot,Colgate,39,Y15,matt_langel,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1163,1129,,78,46,36,75,12,24,17,12,7,5,18,10,big_east,Connecticut,39,Z04,dan_hurley,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1166,1129,,77,47,36,77,8,27,16,11,5,4,13,8,big_east,Creighton,39,X06,greg_mcdermott,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1179,1129,,74,46,37,77,7,26,13,10,5,2,15,13,mvc,Drake,39,Y12,darian_devries,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1181,1129,,73,45,34,77,11,25,15,12,6,4,15,10,acc,Duke,39,W05,jon_scheyer,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1192,1129,,76,45,34,75,10,21,14,11,7,2,19,9,nec,F Dickinson,39,W16a,tobin_anderson,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1194,1129,,78,47,37,72,9,26,14,11,6,3,16,14,cusa,FL Atlantic,30,W09,dusty_may,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1202,1129,,80,48,34,73,9,24,16,11,6,3,17,13,southern,Furman,39,X13,bob_richey,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1211,1129,,86,52,38,70,9,24,16,10,7,3,17,13,wcc,Gonzaga,39,Z03,mark_few,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1213,1129,,72,45,38,71,8,24,12,11,5,3,18,10,wac,Grand Canyon,10,Z14,bryce_drew,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1222,1129,,75,46,34,72,12,24,15,9,8,5,17,14,aac,Houston,39,Y01,kelvin_sampson,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1224,1129,,74,45,37,72,10,22,14,16,7,3,18,9,meac,Howard,39,Z16,kenneth_blakeney,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1228,1129,,75,45,31,68,10,25,12,12,7,6,17,5,big_ten,Illinois,39,Z09,brad_underwood,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1231,1129,,75,49,37,71,8,25,15,11,6,5,17,7,big_ten,Indiana,39,Y04,mike_woodson,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1233,1129,,76,46,36,73,10,23,15,10,7,6,16,16,maac,Iona,39,Z13,rick_pitino,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1234,1129,,80,45,34,74,10,23,17,10,7,3,15,5,big_ten,Iowa,39,Y08,fran_mccaffery,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1235,1129,,68,45,34,67,10,21,14,13,9,3,19,6,big_twelve,Iowa St,39,Y06,t_j_otzelberger,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1242,1129,,75,47,34,72,8,25,16,12,9,4,17,12,big_twelve,Kansas,39,Z01,bill_self,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1243,1129,,76,45,34,75,9,24,17,14,8,3,18,8,big_twelve,Kansas St,39,W03,jerome_tang,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1244,1129,,74,46,37,66,7,23,14,12,7,3,18,11,a_sun,Kennesaw,18,Y14,amir_abdur_rahim,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1245,1129,,76,45,33,72,9,23,12,11,9,4,19,13,mac,Kent,39,Y13,rob_senderoff,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1246,1129,,75,46,35,70,12,24,15,11,6,4,16,7,sec,Kentucky,39,W06,john_calipari,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1266,1129,,80,49,35,72,7,21,18,11,9,3,16,12,big_east,Marquette,39,W02,shaka_smart,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1268,1129,,70,45,33,74,9,23,12,10,5,4,16,5,big_ten,Maryland,39,X08,kevin_willard,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1272,1129,,80,48,36,75,9,24,16,13,9,5,18,13,aac,Memphis,39,W08,anfernee_hardaway,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1274,1129,,79,49,37,78,9,23,15,11,7,3,14,9,acc,Miami FL,38,Y05,jim_larranaga,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1277,1129,,70,45,40,76,7,25,15,10,5,3,17,7,big_ten,Michigan St,39,W07,tom_izzo,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1280,1129,,66,42,27,65,12,23,14,12,9,3,15,9,sec,Mississippi St,39,Y11a,chris_jans,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1281,1129,,79,47,36,76,8,20,16,11,10,3,18,8,sec,Missouri,39,X07,dennis_gates,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1286,1129,,71,46,32,76,7,22,12,12,6,3,19,13,big_sky,Montana St,39,W14,danny_sprinkle,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1297,1129,,67,43,35,70,10,20,13,11,9,3,16,8,horizon,N Kentucky,11,Y16,darrin_horn,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1301,1129,,78,45,35,72,10,24,13,9,8,5,17,8,acc,NC State,39,X11,kevin_keatts,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1305,1129,,72,44,34,79,6,24,14,10,6,3,18,8,mwc,Nevada,39,Z11b,steve_alford,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1321,1129,,68,41,32,75,9,23,13,9,8,4,16,8,big_ten,Northwestern,39,Z07,chris_collins,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1331,1129,,82,48,37,78,7,26,14,9,7,5,14,14,summit,Oral Roberts,39,W12,paul_mills,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1336,1129,,72,46,39,74,5,25,14,8,4,2,16,9,big_ten,Penn St,39,Y10,micah_shrewsberry,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1338,1129,,76,45,36,76,9,24,14,11,5,4,16,8,acc,Pittsburgh,39,Y11b,jeff_capel,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1343,1129,,75,46,34,71,8,27,13,11,5,3,16,9,ivy,Princeton,39,X15,mitch_henderson,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1344,1129,,78,46,35,75,10,25,15,11,7,5,15,6,big_east,Providence,39,W11,ed_cooley,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1345,1129,,73,46,33,74,11,25,16,10,5,4,14,15,big_ten,Purdue,39,W01,matt_painter,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1361,1129,,71,44,34,74,9,23,13,11,7,4,16,12,mwc,San Diego St,39,X05,brian_dutcher,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1364,1129,,72,49,35,74,7,22,14,10,6,2,16,15,big_west,UC Santa Barbara,39,X14,joe_pasternack,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1369,1129,,77,43,33,72,8,24,13,12,7,3,21,10,ovc,SE Missouri St,32,X16a,brad_korn,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1388,1129,,71,46,37,69,9,23,12,9,7,4,16,10,wcc,St Mary's CA,39,Z05,randy_bennett,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1394,1129,,78,45,37,80,10,23,15,12,8,2,19,10,southland,TAM C. Christi,21,X16b,steve_lutz,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1395,1129,,75,46,31,70,10,23,16,12,8,5,16,8,big_twelve,TCU,39,Z06,jamie_dixon,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1397,1129,,72,44,33,71,12,24,17,11,8,4,17,9,sec,Tennessee,39,W04,rick_barnes,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1400,1129,,78,47,34,75,9,23,16,11,8,4,18,9,big_twelve,Texas,39,Y02,chris_beard,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1401,1129,,73,44,33,76,11,23,13,12,7,2,18,10,sec,Texas A&M,39,Y07,buzz_williams,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1411,1129,,68,42,29,66,9,23,11,14,6,3,19,7,swac,TX Southern,39,W16b,johnny_jones,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1417,1129,,74,46,35,72,10,22,14,9,8,4,16,12,pac_twelve,UCLA,39,Z02,mick_cronin,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1418,1129,,76,47,37,67,10,23,14,12,7,3,17,12,sun_belt,Louisiana,39,W13,bob_marlin,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1421,1129,,73,47,39,69,7,24,12,13,6,4,16,14,big_south,UNC Asheville,37,Z15,mike_morell,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1425,1129,,73,46,34,74,8,24,13,12,7,5,17,7,pac_twelve,USC,39,W10,andy_enfield,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1429,1129,,78,48,39,77,7,26,17,12,5,3,17,12,mwc,Utah St,39,X10,ryan_odom,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1433,1129,,71,47,35,70,8,23,13,13,9,5,16,12,a_ten,VCU,39,Z12,mike_rhoades,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1436,1129,,72,47,36,70,5,23,14,9,6,3,15,10,aec,Vermont,39,W15,john_becker,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1438,1129,,68,45,35,70,7,23,16,8,7,4,14,10,acc,Virginia,39,X04,tony_bennett,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1452,1129,,76,45,35,74,10,22,13,12,7,3,18,6,big_twelve,West Virginia,39,X09,bob_huggins,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1462,1129,,81,49,40,71,9,26,19,12,7,3,16,10,big_east,Xavier,39,Y03,sean_miller,72,45,36,74,8,25,11,11,5,3,16,9,mwc,Boise St,39,Z10,leon_rice
2023,1159,1158,,78,51,41,66,7,24,18,10,7,3,13,12,patriot,Colgate,39,Y15,matt_langel,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1163,1158,,78,46,36,75,12,24,17,12,7,5,18,10,big_east,Connecticut,39,Z04,dan_hurley,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1166,1158,,77,47,36,77,8,27,16,11,5,4,13,8,big_east,Creighton,39,X06,greg_mcdermott,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1179,1158,,74,46,37,77,7,26,13,10,5,2,15,13,mvc,Drake,39,Y12,darian_devries,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1181,1158,,73,45,34,77,11,25,15,12,6,4,15,10,acc,Duke,39,W05,jon_scheyer,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1192,1158,,76,45,34,75,10,21,14,11,7,2,19,9,nec,F Dickinson,39,W16a,tobin_anderson,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1194,1158,,78,47,37,72,9,26,14,11,6,3,16,14,cusa,FL Atlantic,30,W09,dusty_may,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1202,1158,,80,48,34,73,9,24,16,11,6,3,17,13,southern,Furman,39,X13,bob_richey,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1211,1158,,86,52,38,70,9,24,16,10,7,3,17,13,wcc,Gonzaga,39,Z03,mark_few,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1213,1158,,72,45,38,71,8,24,12,11,5,3,18,10,wac,Grand Canyon,10,Z14,bryce_drew,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1222,1158,,75,46,34,72,12,24,15,9,8,5,17,14,aac,Houston,39,Y01,kelvin_sampson,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1224,1158,,74,45,37,72,10,22,14,16,7,3,18,9,meac,Howard,39,Z16,kenneth_blakeney,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1228,1158,,75,45,31,68,10,25,12,12,7,6,17,5,big_ten,Illinois,39,Z09,brad_underwood,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1231,1158,,75,49,37,71,8,25,15,11,6,5,17,7,big_ten,Indiana,39,Y04,mike_woodson,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1233,1158,,76,46,36,73,10,23,15,10,7,6,16,16,maac,Iona,39,Z13,rick_pitino,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1234,1158,,80,45,34,74,10,23,17,10,7,3,15,5,big_ten,Iowa,39,Y08,fran_mccaffery,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1235,1158,,68,45,34,67,10,21,14,13,9,3,19,6,big_twelve,Iowa St,39,Y06,t_j_otzelberger,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1242,1158,,75,47,34,72,8,25,16,12,9,4,17,12,big_twelve,Kansas,39,Z01,bill_self,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1243,1158,,76,45,34,75,9,24,17,14,8,3,18,8,big_twelve,Kansas St,39,W03,jerome_tang,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1244,1158,,74,46,37,66,7,23,14,12,7,3,18,11,a_sun,Kennesaw,18,Y14,amir_abdur_rahim,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1245,1158,,76,45,33,72,9,23,12,11,9,4,19,13,mac,Kent,39,Y13,rob_senderoff,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1246,1158,,75,46,35,70,12,24,15,11,6,4,16,7,sec,Kentucky,39,W06,john_calipari,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1266,1158,,80,49,35,72,7,21,18,11,9,3,16,12,big_east,Marquette,39,W02,shaka_smart,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1268,1158,,70,45,33,74,9,23,12,10,5,4,16,5,big_ten,Maryland,39,X08,kevin_willard,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1272,1158,,80,48,36,75,9,24,16,13,9,5,18,13,aac,Memphis,39,W08,anfernee_hardaway,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1274,1158,,79,49,37,78,9,23,15,11,7,3,14,9,acc,Miami FL,38,Y05,jim_larranaga,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1277,1158,,70,45,40,76,7,25,15,10,5,3,17,7,big_ten,Michigan St,39,W07,tom_izzo,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1280,1158,,66,42,27,65,12,23,14,12,9,3,15,9,sec,Mississippi St,39,Y11a,chris_jans,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1281,1158,,79,47,36,76,8,20,16,11,10,3,18,8,sec,Missouri,39,X07,dennis_gates,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1286,1158,,71,46,32,76,7,22,12,12,6,3,19,13,big_sky,Montana St,39,W14,danny_sprinkle,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1297,1158,,67,43,35,70,10,20,13,11,9,3,16,8,horizon,N Kentucky,11,Y16,darrin_horn,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1301,1158,,78,45,35,72,10,24,13,9,8,5,17,8,acc,NC State,39,X11,kevin_keatts,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1305,1158,,72,44,34,79,6,24,14,10,6,3,18,8,mwc,Nevada,39,Z11b,steve_alford,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1321,1158,,68,41,32,75,9,23,13,9,8,4,16,8,big_ten,Northwestern,39,Z07,chris_collins,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1331,1158,,82,48,37,78,7,26,14,9,7,5,14,14,summit,Oral Roberts,39,W12,paul_mills,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1336,1158,,72,46,39,74,5,25,14,8,4,2,16,9,big_ten,Penn St,39,Y10,micah_shrewsberry,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1338,1158,,76,45,36,76,9,24,14,11,5,4,16,8,acc,Pittsburgh,39,Y11b,jeff_capel,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1343,1158,,75,46,34,71,8,27,13,11,5,3,16,9,ivy,Princeton,39,X15,mitch_henderson,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1344,1158,,78,46,35,75,10,25,15,11,7,5,15,6,big_east,Providence,39,W11,ed_cooley,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1345,1158,,73,46,33,74,11,25,16,10,5,4,14,15,big_ten,Purdue,39,W01,matt_painter,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1361,1158,,71,44,34,74,9,23,13,11,7,4,16,12,mwc,San Diego St,39,X05,brian_dutcher,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1364,1158,,72,49,35,74,7,22,14,10,6,2,16,15,big_west,UC Santa Barbara,39,X14,joe_pasternack,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1369,1158,,77,43,33,72,8,24,13,12,7,3,21,10,ovc,SE Missouri St,32,X16a,brad_korn,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1388,1158,,71,46,37,69,9,23,12,9,7,4,16,10,wcc,St Mary's CA,39,Z05,randy_bennett,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1394,1158,,78,45,37,80,10,23,15,12,8,2,19,10,southland,TAM C. Christi,21,X16b,steve_lutz,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1395,1158,,75,46,31,70,10,23,16,12,8,5,16,8,big_twelve,TCU,39,Z06,jamie_dixon,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1397,1158,,72,44,33,71,12,24,17,11,8,4,17,9,sec,Tennessee,39,W04,rick_barnes,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1400,1158,,78,47,34,75,9,23,16,11,8,4,18,9,big_twelve,Texas,39,Y02,chris_beard,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1401,1158,,73,44,33,76,11,23,13,12,7,2,18,10,sec,Texas A&M,39,Y07,buzz_williams,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1411,1158,,68,42,29,66,9,23,11,14,6,3,19,7,swac,TX Southern,39,W16b,johnny_jones,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1417,1158,,74,46,35,72,10,22,14,9,8,4,16,12,pac_twelve,UCLA,39,Z02,mick_cronin,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1418,1158,,76,47,37,67,10,23,14,12,7,3,17,12,sun_belt,Louisiana,39,W13,bob_marlin,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1421,1158,,73,47,39,69,7,24,12,13,6,4,16,14,big_south,UNC Asheville,37,Z15,mike_morell,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1425,1158,,73,46,34,74,8,24,13,12,7,5,17,7,pac_twelve,USC,39,W10,andy_enfield,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1429,1158,,78,48,39,77,7,26,17,12,5,3,17,12,mwc,Utah St,39,X10,ryan_odom,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1433,1158,,71,47,35,70,8,23,13,13,9,5,16,12,a_ten,VCU,39,Z12,mike_rhoades,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1436,1158,,72,47,36,70,5,23,14,9,6,3,15,10,aec,Vermont,39,W15,john_becker,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1438,1158,,68,45,35,70,7,23,16,8,7,4,14,10,acc,Virginia,39,X04,tony_bennett,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1452,1158,,76,45,35,74,10,22,13,12,7,3,18,6,big_twelve,West Virginia,39,X09,bob_huggins,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1462,1158,,81,49,40,71,9,26,19,12,7,3,16,10,big_east,Xavier,39,Y03,sean_miller,80,44,33,74,12,25,14,12,7,3,17,14,caa,Col Charleston,32,X12,pat_kelsey
2023,1163,1159,,78,46,36,75,12,24,17,12,7,5,18,10,big_east,Connecticut,39,Z04,dan_hurley,78,51,41,66,7,24,18,10,7,3,13,12,patriot,Colgate,39,Y15,matt_langel
2023,1166,1159,,77,47,36,77,8,27,16,11,5,4,13,8,big_east,Creighton,39,X06,greg_mcdermott,78,51,41,66,7,24,18,10,7,3,13,12,patriot,Colgate,39,Y15,matt_langel
2023,1179,1159,,74,46,37,77,7,26,13,10,5,2,15,13,mvc,Drake,39,Y12,darian_devries,78,51,41,66,7,24,18,10,7,3,13,12,patriot,Colgate,39,Y15,matt_langel
