Season,Team,PPG,FG%,FG3%,FT%,OR_per_game,DR_per_game,Ast_per_game,TO_per_game,Stl_per_game,Blk_per_game,PF_per_game,Road_Wins,ConfAbbrev,TeamName,TotalD1Seasons,Seed,CoachName,Qualified
2007,1185,64,42,36,69,11,22,12,18,7,2,20,5,mac,E Michigan,39,,charles_ramsey,0
2007,1186,83,49,34,73,11,23,18,15,7,3,20,5,big_sky,E Washington,39,,mike_burns,0
2007,1187,58,39,31,57,10,23,12,14,6,2,19,1,cusa,East Carolina,39,,ricky_stokes,0
2007,1189,61,41,33,68,11,23,11,14,6,3,19,3,southern,Elon,24,,ernie_nestor,0
2007,1190,73,46,35,73,11,25,16,17,10,5,20,9,a_sun,ETSU,39,,murry_bartow,0
2007,1191,69,46,40,73,9,22,14,13,5,3,19,4,mvc,Evansville,39,,steve_merfeld,0
2007,1192,73,43,32,70,13,23,13,13,6,3,18,8,nec,F Dickinson,39,,tom_green,0
2007,1193,62,41,33,71,13,19,13,15,7,3,19,6,maac,Fairfield,39,,ed_cooley,0
2007,1194,74,48,36,69,9,24,15,15,7,2,20,5,sun_belt,FL Atlantic,30,,rex_walters,0
2007,1196,79,53,41,68,11,26,16,14,7,5,16,11,sec,Florida,39,Y01,billy_donovan,1
2007,1197,69,45,36,66,13,24,13,18,7,2,18,10,meac,Florida A&M,39,Z16a,mike_gillespie,1
2007,1198,65,42,33,65,11,22,11,15,7,3,19,3,sun_belt,Florida Intl,36,,sergio_rouco,0
2007,1199,74,47,37,77,11,21,12,14,8,3,18,6,acc,Florida St,39,,leonard_hamilton,0
2007,1200,65,44,36,67,11,21,14,14,7,4,19,7,a_ten,Fordham,39,,dereck_whittenburg,0
2007,1201,71,42,34,65,10,29,14,13,6,7,16,7,wac,Fresno St,39,,steve_cleveland,0
2007,1202,67,44,37,75,10,22,14,15,6,2,19,6,southern,Furman,39,,jeff_jackson,0
2007,1203,71,46,37,70,12,22,15,14,9,4,19,10,a_ten,G Washington,39,W11,karl_hobbs,1
2007,1204,67,44,35,61,12,24,13,16,7,3,20,8,southern,Ga Southern,39,,jeff_price,0
2007,1205,63,41,35,64,11,21,13,16,7,3,19,2,a_sun,Gardner Webb,21,,rick_scruggs,0
2007,1206,63,46,34,64,10,23,14,12,6,3,15,11,caa,George Mason,39,,jim_larranaga,0
2007,1207,68,51,37,72,11,23,14,14,5,5,16,12,big_east,Georgetown,39,W02,john_thompson_iii,1
2007,1208,74,46,38,66,14,24,15,16,9,5,17,5,sec,Georgia,39,,dennis_felton,0
2007,1209,64,43,36,66,11,23,11,16,6,3,17,4,caa,Georgia St,39,,michael_perry,0
2007,1210,79,49,37,68,14,23,15,16,10,4,21,3,acc,Georgia Tech,39,Y10,paul_hewitt,1
2007,1211,79,49,40,75,11,27,14,14,6,4,19,10,wcc,Gonzaga,39,Z10,mark_few,1
2007,1212,64,40,31,67,12,24,11,17,6,3,20,3,swac,Grambling,39,,larry_wright,0
2007,1214,68,42,30,66,14,22,12,21,9,3,23,9,meac,Hampton,28,,kevin_nickelberry,0
2007,1216,62,41,29,68,10,20,11,13,8,1,19,6,aec,Hartford,39,,dan_leibovitz,0
2007,1217,72,44,32,76,12,21,11,16,7,3,17,6,ivy,Harvard,39,,frank_sullivan,0
2007,1218,72,46,34,73,12,26,17,17,6,5,19,5,wac,Hawaii,39,,riley_wallace,0
2007,1219,73,45,35,69,12,24,16,15,6,3,19,7,big_south,High Point,24,,bart_lundy,0
2007,1220,73,45,41,70,11,22,12,12,6,2,19,11,caa,Hofstra,39,,tom_pecora,0
2007,1221,64,44,36,73,11,21,14,15,10,4,18,11,patriot,Holy Cross,39,Z13,ralph_willard,1
2007,1222,73,39,33,72,13,22,11,12,8,3,20,7,cusa,Houston,39,,thomas_penders,0
2007,1224,65,42,39,65,10,20,12,16,5,2,18,5,meac,Howard,39,,gil_jackson,0
2007,1225,62,39,33,68,9,22,10,15,5,3,19,2,wac,Idaho,39,,george_pfeifer,0
2007,1226,67,44,38,71,11,24,12,14,6,3,16,5,big_sky,Idaho St,39,,joe_o'brien,0
2007,1227,69,41,38,72,13,24,13,12,6,5,17,5,horizon,IL Chicago,39,,jimmy_collins,0
2007,1228,64,43,35,63,13,23,14,14,6,3,17,9,big_ten,Illinois,39,Z12,bruce_weber,1
2007,1229,66,45,36,65,10,22,15,15,7,3,18,4,mvc,Illinois St,39,,porter_moser,0
2007,1231,71,45,38,71,12,22,13,12,7,4,21,5,big_ten,Indiana,39,Z07,kelvin_sampson,1
2007,1232,61,40,35,71,10,22,10,13,5,1,19,3,mvc,Indiana St,39,,royce_waltman,0
2007,1233,59,41,28,58,13,22,10,18,6,5,20,1,maac,Iona,39,,jeff_ruland,0
2007,1234,68,44,36,74,11,22,15,13,7,3,18,3,big_ten,Iowa,39,,steve_alford,0
2007,1235,63,40,32,70,12,24,11,15,4,3,16,3,big_twelve,Iowa St,39,,greg_mcdermott,0
2007,1236,65,43,36,66,8,22,15,15,7,3,20,4,ind,PFW,21,,dane_fife,0
2007,1237,68,42,38,76,12,21,11,13,6,2,18,7,mid_cont,IUPUI,25,,ron_hunter,0
2007,1238,71,42,32,70,13,23,14,15,8,3,21,13,swac,Jackson St,39,Y16,tevester_anderson,1
2007,1239,73,43,33,73,13,22,14,17,8,3,20,3,a_sun,Jacksonville,39,,cliff_warren,0
2007,1240,66,43,32,68,12,23,14,14,7,3,20,3,ovc,Jacksonville St,28,,mike_laplante,0
2007,1241,64,44,34,67,11,19,12,14,6,2,20,3,caa,James Madison,39,,dean_keener,0
2007,1242,78,49,38,67,13,27,17,14,9,7,19,14,big_twelve,Kansas,39,Z01,bill_self,1
2007,1243,71,43,34,70,13,23,15,14,6,4,19,9,big_twelve,Kansas St,39,,bob_huggins,0
2007,1244,68,39,28,64,16,19,13,14,10,3,19,5,a_sun,Kennesaw,18,,tony_ingle,0
2007,1245,69,46,34,65,11,22,14,14,8,3,19,10,mac,Kent,39,,jim_christian,0
2007,1246,74,48,36,70,11,26,16,15,6,5,16,7,sec,Kentucky,39,Z08,tubby_smith,1
2007,1247,72,46,35,69,14,22,14,16,6,2,19,4,a_ten,La Salle,39,,john_giannini,0
2007,1248,63,42,35,72,7,19,13,17,7,3,20,4,patriot,Lafayette,39,,fran_o'hanlon,0
2007,1249,73,43,38,65,13,25,17,17,6,3,19,4,southland,Lamar,39,,steve_roccaforte,0
2007,1250,62,42,34,71,11,22,11,15,6,3,20,3,patriot,Lehigh,39,,billy_taylor,0
2007,1251,74,47,33,70,11,25,14,15,6,3,21,3,big_south,Liberty,35,,randy_dunton,0
2007,1252,67,42,32,70,11,22,13,12,7,2,19,5,a_sun,Lipscomb,21,,scott_sanderson,0
2007,1253,81,46,37,71,13,24,14,14,7,3,17,12,big_west,Long Beach St,39,X12,larry_reynolds,1
2007,1254,68,40,31,67,12,23,11,14,6,2,19,4,nec,LIU Brooklyn,39,,jim_ferry,0
2007,1255,64,40,30,70,11,23,13,16,7,4,18,3,ind,Longwood,19,,mike_gillian,0
2007,1256,64,41,30,62,14,22,12,14,7,3,21,3,wac,Louisiana Tech,39,,keith_richard,0
2007,1257,71,43,33,68,14,23,15,13,7,4,20,7,big_east,Louisville,39,X06,rick_pitino,1
2007,1258,65,40,32,69,12,22,15,16,7,2,19,4,wcc,Loy Marymount,39,,rodney_tention,0
2007,1259,71,46,38,71,11,23,14,14,6,3,21,10,maac,Loyola MD,39,,jimmy_patsos,0
2007,1260,69,45,34,73,12,23,12,13,5,3,17,9,horizon,Loyola-Chicago,39,,jim_whitesell,0
2007,1261,68,45,34,70,12,25,14,14,7,5,15,3,sec,LSU,39,,john_brady,0
2007,1263,64,42,34,67,11,23,12,13,8,3,18,7,aec,Maine,39,,ted_woodward,0
2007,1264,66,42,29,71,12,22,11,14,8,4,21,6,maac,Manhattan,39,,barry_rohrssen,0
2007,1265,76,46,36,68,12,25,15,13,5,2,18,11,maac,Marist,39,,matt_brady,0
2007,1266,72,44,33,67,14,22,14,15,9,3,20,8,big_east,Marquette,39,W08,tom_crean,1
2007,1267,66,40,29,65,14,23,12,15,7,4,20,4,cusa,Marshall,39,,ron_jirsa,0
2007,1268,80,48,38,70,13,26,17,16,8,7,18,7,acc,Maryland,39,Y04,gary_williams,1
2007,1269,77,48,34,62,14,26,16,16,7,8,21,12,a_ten,Massachusetts,39,,travis_ford,0
2007,1270,62,40,28,66,14,24,11,17,7,5,19,5,southland,McNeese St,39,,dave_simmons,0
2007,1271,60,38,30,63,12,19,9,16,6,2,19,3,meac,MD E Shore,39,,lawrence_lesett,0
2007,1272,80,46,35,61,15,25,15,14,10,6,20,11,cusa,Memphis,39,X02,john_calipari,1
2007,1273,72,43,30,71,12,27,12,18,6,4,17,4,a_sun,Mercer,39,,mark_slonaker,0
2007,1274,71,43,35,70,14,21,12,13,6,3,20,4,acc,Miami FL,38,,frank_haith,0
2007,1275,60,46,33,71,8,22,13,13,6,4,17,7,mac,Miami OH,39,Y14,charlie_coles,1
2007,1276,64,45,34,72,12,23,14,15,5,6,17,4,big_ten,Michigan,39,,tommy_amaker,0
2007,1277,65,47,37,71,11,24,16,15,5,5,18,4,big_ten,Michigan St,39,W09,tom_izzo,1
2007,1278,61,43,35,68,9,23,13,15,5,5,17,1,big_ten,Minnesota,39,,dan_monson,0
2007,1279,73,44,35,70,13,23,14,12,7,3,17,5,sec,Mississippi,39,,andy_kennedy,0
2007,1280,76,46,36,66,12,26,14,14,7,6,17,5,sec,Mississippi St,39,,rick_stansbury,0
2007,1281,78,46,37,69,12,23,16,15,10,3,20,3,big_twelve,Missouri,39,,mike_anderson,0
2007,1282,71,42,36,74,12,20,12,12,6,2,18,3,mid_cont,Missouri KC,34,,rich_zvosec,0
2007,1283,74,47,40,70,11,24,16,13,8,3,18,10,mvc,Missouri St,39,,barry_hinson,0
2007,1284,65,47,34,66,9,21,14,15,6,5,17,4,nec,Monmouth NJ,39,,dave_calloway,0
2007,1285,71,46,36,66,12,21,15,13,6,3,19,6,big_sky,Montana,39,,wayne_tinkle,0
2007,1286,66,42,32,66,12,23,14,16,5,3,22,3,big_sky,Montana St,39,,brad_huse,0
2007,1287,63,43,31,66,12,21,15,14,6,2,19,4,ovc,Morehead St,39,,donnie_tyndall,0
2007,1288,68,46,33,63,13,22,12,16,6,3,21,5,meac,Morgan St,39,,todd_bozeman,0
2007,1290,61,41,32,65,12,24,11,16,6,4,17,8,swac,MS Valley St,39,,james_green,0
2007,1291,65,43,32,68,12,21,12,15,8,3,21,4,nec,Mt St Mary's,35,,milan_brown,0
2007,1292,62,46,34,70,9,23,13,14,4,3,20,8,sun_belt,MTSU,39,,kermit_davis,0
2007,1293,66,44,36,68,11,22,13,15,7,3,21,8,ovc,Murray St,39,,billy_kennedy,0
2007,1294,66,42,38,68,12,23,13,18,5,2,24,1,big_sky,N Colorado,19,,tad_boyle,0
2007,1295,75,50,40,70,12,24,15,15,8,5,18,7,ind,N Dakota St,18,,tim_miles,0
2007,1296,66,47,36,71,10,22,14,18,5,3,18,2,mac,N Illinois,39,,rob_judson,0
2007,1298,61,41,36,74,7,22,13,16,7,2,21,7,patriot,Navy,39,,billy_lange,0
2007,1299,72,43,34,67,11,22,12,17,8,2,19,7,meac,NC A&T,39,,jerry_eaves,0
2007,1301,72,49,36,73,8,24,15,15,5,3,16,5,acc,NC State,39,,sidney_lowe,0
2007,1304,67,45,38,71,8,22,15,14,7,2,18,5,big_twelve,Nebraska,39,,doc_sadler,0
2007,1305,78,49,41,75,12,27,17,13,5,4,17,13,wac,Nevada,39,X07,mark_fox,1
2007,1306,58,40,35,68,8,21,11,12,4,2,18,6,aec,New Hampshire,39,,bill_herrion,0
2007,1307,75,46,37,66,10,23,15,12,6,2,18,2,mwc,New Mexico,39,,ritchie_mckay,0
2007,1308,78,48,40,65,13,25,14,17,7,3,21,6,wac,New Mexico St,39,W13,reggie_theus,1
2007,1309,73,45,41,71,10,21,11,12,7,3,20,5,sun_belt,New Orleans,39,,buzz_williams,0
2007,1310,76,42,35,73,15,23,14,13,6,2,17,13,maac,Niagara,39,Z16b,joe_mihalich,1
2007,1311,71,43,33,75,9,23,15,16,6,2,18,2,southland,Nicholls St,39,,j_p_piper,0
2007,1312,57,40,28,66,9,22,11,18,6,3,21,2,ind,NJIT,17,,paul_casciano,0
2007,1313,66,46,35,63,12,22,11,18,6,3,19,4,meac,Norfolk St,26,,dwight_freeman,0
2007,1314,86,50,36,71,13,27,19,14,8,5,17,12,acc,North Carolina,39,W01,roy_williams,1
2007,1316,53,38,32,60,10,22,11,17,6,3,18,0,a_sun,North Florida,18,,matt_kilcullen,0
2007,1317,76,46,38,65,14,25,12,15,6,4,20,10,sun_belt,North Texas,39,X15,johnny_jones,1
2007,1318,62,41,36,69,9,22,13,12,5,4,15,3,caa,Northeastern,39,,bill_coen,0
2007,1319,82,49,44,75,11,25,18,16,5,2,23,7,big_sky,Northern Arizona,39,,mike_adras,0
2007,1320,65,45,35,71,9,25,13,12,4,3,17,8,mvc,Northern Iowa,39,,ben_jacobson,0
2007,1321,57,44,32,70,7,18,15,11,8,3,15,2,big_ten,Northwestern,39,,bill_carmody,0
2007,1322,79,44,36,71,13,22,16,16,10,4,22,8,southland,Northwestern LA,39,,mike_mcconathy,0
2007,1323,82,46,40,75,13,26,17,13,8,3,18,6,big_east,Notre Dame,39,Y06,mike_brey,1
2007,1324,69,44,38,77,13,21,13,15,6,1,17,9,mid_cont,Oakland,24,,greg_kampe,0
2007,1325,72,45,33,72,11,23,13,14,8,2,16,8,mac,Ohio,39,,tim_o'shea,0
2007,1326,74,47,36,70,11,25,16,12,7,6,14,11,big_ten,Ohio St,39,X01,thad_matta,1
2007,1328,67,43,33,72,12,23,13,14,7,4,18,3,big_twelve,Oklahoma,39,,jeff_capel,0
2007,1329,74,46,36,72,12,23,14,16,8,3,19,7,big_twelve,Oklahoma St,39,,sean_sutton,0
2007,1330,70,43,35,72,12,25,15,12,8,3,19,9,caa,Old Dominion,39,Y12,blaine_taylor,1
2007,1331,72,47,37,71,11,24,14,15,6,4,18,11,mid_cont,Oral Roberts,39,W14,scott_sutton,1
2007,1332,76,45,38,75,12,23,14,13,7,2,16,10,pac_ten,Oregon,39,Y03,ernie_kent,1
2007,1333,63,42,29,59,11,21,12,13,7,3,18,3,pac_ten,Oregon St,39,,jay_john,0
2007,1334,68,45,37,69,10,22,15,15,6,2,17,6,big_west,Pacific,39,,bob_thomason,0
2007,1335,74,49,37,67,11,22,17,14,9,3,18,10,ivy,Penn,39,X14,glen_miller,1
2007,1336,65,44,36,69,12,21,15,14,6,2,16,0,big_ten,Penn St,39,,ed_dechellis,0
2007,1337,77,43,36,71,11,19,14,15,9,4,20,5,wcc,Pepperdine,39,,vance_walberg,0
2007,1338,71,47,37,67,12,24,17,12,5,3,16,11,big_east,Pittsburgh,39,Z03,jamie_dixon,1
2007,1339,61,41,30,73,12,23,11,17,4,2,18,1,wcc,Portland,39,,eric_reveno,0
2007,1340,77,45,34,64,13,23,15,16,7,5,21,7,big_sky,Portland St,25,,ken_bone,0
2007,1341,59,37,27,57,13,21,10,17,10,2,22,2,swac,Prairie View,39,,byron_rimm,0
2007,1343,50,41,34,67,7,17,11,13,7,2,18,6,ivy,Princeton,39,,joe_scott,0
2007,1344,76,49,37,70,14,24,17,17,7,5,17,2,big_east,Providence,39,,tim_welsh,0
2007,1345,70,46,36,68,11,22,14,14,8,3,20,5,big_ten,Purdue,39,Y09,matt_painter,1
2007,1346,71,45,33,65,11,23,15,16,8,3,22,5,nec,Quinnipiac,25,,joe_desantis,0
2007,1347,69,44,31,65,12,23,10,18,9,3,20,2,big_south,Radford,39,,byron_samuels,0
2007,1348,76,46,40,72,13,22,13,15,6,3,17,7,a_ten,Rhode Island,39,,jim_baron,0
2007,1349,67,44,38,72,10,23,13,15,7,3,20,6,cusa,Rice,39,,willis_wilson,0
2007,1350,61,45,35,65,6,18,13,13,6,2,21,2,a_ten,Richmond,39,,chris_mooney,0
2007,1351,70,43,37,72,10,24,14,14,5,4,18,8,maac,Rider,39,,tommy_dempsey,0
2007,1352,75,48,34,75,11,23,16,15,7,3,20,6,nec,Robert Morris,39,,mark_schmidt,0
2007,1353,59,38,30,67,12,21,9,13,4,4,18,2,big_east,Rutgers,39,,fred_hill,0
2007,1354,66,44,34,69,12,22,10,17,6,2,22,4,meac,S Carolina St,39,,jamaal_brown,0
2007,1355,62,42,32,66,11,21,12,16,6,1,18,2,ind,S Dakota St,18,,scott_nagy,0
2007,1356,63,45,37,69,9,20,12,14,6,3,20,14,mvc,S Illinois,39,Z04,chris_lowery,1
2007,1357,79,48,38,69,10,22,15,15,9,3,20,7,nec,Sacred Heart,24,,dave_bike,0
2007,1358,76,44,36,67,13,24,18,15,7,3,21,10,southland,Sam Houston St,37,,bob_marlin,0
2007,1359,59,44,33,73,7,19,13,11,5,2,15,7,ovc,Samford,39,,jimmy_tillette,0
2007,1360,75,44,36,71,13,21,15,15,7,3,20,9,wcc,San Diego,39,,brad_holland,0
2007,1361,72,47,33,71,10,24,15,15,8,4,15,6,mwc,San Diego St,39,,steve_fisher,0
2007,1362,74,45,37,70,10,23,13,16,8,3,20,6,wcc,San Francisco,38,,jessie_evans,0
2007,1363,62,39,31,61,12,24,12,15,6,3,18,1,wac,San Jose St,39,,george_nessman,0
2007,1364,71,46,37,73,10,25,14,14,6,3,17,10,big_west,UC Santa Barbara,39,,bob_williams,0
2007,1365,68,46,37,66,12,24,15,15,5,3,18,9,wcc,Santa Clara,39,,dick_davey,0
2007,1366,56,41,32,68,10,20,11,19,8,3,21,1,ind,Savannah St,17,,horace_broadnax,0
2007,1368,67,43,34,71,11,20,13,12,6,4,18,8,southland,SE Louisiana,39,,jim_yarbrough,0
2007,1369,69,42,33,63,13,20,13,17,8,4,19,5,ovc,SE Missouri St,32,,scott_edgar,0
2007,1371,74,42,32,75,13,21,12,12,10,3,21,2,big_east,Seton Hall,39,,bobby_gonzalez,0
2007,1372,64,44,37,70,10,22,13,15,7,2,19,5,southland,SF Austin,37,,danny_kaspar,0
2007,1373,76,48,34,70,11,24,15,13,8,3,17,10,maac,Siena,39,,fran_mccaffery,0
2007,1374,62,42,35,70,11,23,12,16,6,4,17,5,cusa,SMU,39,,matt_doherty,0
2007,1375,70,44,36,67,10,23,13,12,7,2,18,9,sun_belt,South Alabama,39,,john_pelphrey,0
2007,1376,65,42,34,67,11,21,11,11,5,5,15,4,sec,South Carolina,39,,dave_odom,0
2007,1378,66,45,32,66,11,25,15,17,6,5,17,3,big_east,South Florida,39,,robert_mccullum,0
2007,1379,68,42,35,66,14,24,10,14,6,3,21,4,cusa,Southern Miss,39,,larry_eustachy,0
2007,1380,59,39,33,64,12,23,10,18,8,4,18,4,swac,Southern Univ,39,,rob_spivery,0
2007,1381,67,47,37,68,10,20,13,14,5,3,18,4,mid_cont,Southern Utah,35,,bill_evans,0
2007,1382,67,41,34,67,12,21,13,15,5,3,18,4,a_ten,St Bonaventure,39,,anthony_solomon,0
2007,1383,63,41,29,62,15,22,10,18,7,3,20,4,nec,St Francis NY,39,,brian_nash,0
2007,1384,66,43,36,72,11,22,13,17,5,3,19,2,nec,St Francis PA,39,,bobby_jones,0
2007,1385,64,41,34,72,11,23,14,14,6,4,17,2,big_east,St John's,39,,norman_roberts,0
2007,1386,67,46,38,72,12,22,13,15,6,4,18,8,a_ten,St Joseph's PA,39,,phil_martelli,0
2007,1387,66,46,37,72,8,26,13,13,5,4,17,7,a_ten,St Louis,39,,brad_soderberg,0
2007,1388,70,43,30,69,13,24,12,14,6,5,19,5,wcc,St Mary's CA,39,,randy_bennett,0
2007,1389,60,40,34,66,11,22,11,17,7,4,18,3,maac,St Peter's,39,,john_dunne,0
2007,1390,70,45,35,69,13,26,15,15,5,6,18,6,pac_ten,Stanford,39,X11,trent_johnson,1
2007,1391,65,41,33,73,11,19,11,16,7,3,21,3,a_sun,Stetson,39,,derek_waugh,0
2007,1392,60,40,31,67,13,21,9,14,7,2,21,5,aec,Stony Brook,24,,steve_pikiell,0
2007,1393,76,44,37,69,13,27,15,15,8,7,17,6,big_east,Syracuse,39,,jim_boeheim,0
2007,1394,79,52,40,72,11,24,18,16,7,3,19,13,southland,TAM C. Christi,21,Y15,ronnie_arrow,1
2007,1395,63,41,33,60,12,22,13,17,7,3,20,3,mwc,TCU,39,,neil_dougherty,0
2007,1396,75,46,37,71,10,22,15,13,8,3,19,3,a_ten,Temple,39,,fran_dunphy,0
2007,1397,80,44,35,65,14,22,15,15,10,3,20,6,sec,Tennessee,39,X05,bruce_pearl,1
2007,1398,64,39,32,67,13,22,12,14,6,3,21,5,ovc,Tennessee St,39,,cy_alexander,0
2007,1399,74,45,34,66,13,25,13,15,7,3,21,6,ovc,Tennessee Tech,39,,mike_sutton,0
2007,1400,82,45,40,73,14,26,14,12,8,6,17,9,big_twelve,Texas,39,W04,rick_barnes,1
2007,1401,76,50,42,72,10,26,18,13,7,3,20,7,big_twelve,Texas A&M,39,X03,billy_gillispie,1
2007,1402,75,40,36,70,15,20,13,19,8,2,26,1,southland,Texas St,39,,doug_davalos,0
2007,1403,72,45,41,74,9,21,13,12,7,2,17,8,big_twelve,Texas Tech,39,W10,bob_knight,1
2007,1404,63,41,31,68,12,22,13,16,6,2,18,3,ovc,TN Martin,31,,bret_campbell,0
2007,1405,69,45,32,67,10,20,13,14,9,2,19,9,mac,Toledo,39,,stan_joplin,0
2007,1406,68,45,31,74,10,22,15,13,7,4,18,6,caa,Towson,39,,pat_kennedy,0
2007,1407,74,42,36,72,12,23,13,13,8,4,16,6,sun_belt,Troy,30,,don_maestri,0
2007,1408,69,44,35,67,11,27,15,15,7,6,21,6,cusa,Tulane,39,,dave_dickerson,0
2007,1409,67,41,36,71,13,27,13,17,6,5,21,5,cusa,Tulsa,39,,doug_wojcik,0
2007,1410,65,44,37,73,10,20,14,16,6,2,20,3,ind,UTRGV,39,,tom_schuberth,0
2007,1411,64,41,30,63,13,26,11,18,7,3,21,7,swac,TX Southern,39,,ronnie_courtney,0
2007,1412,66,43,33,61,11,24,11,14,7,3,17,6,cusa,UAB,39,,mike_davis,0
2007,1413,67,41,31,72,10,21,12,18,6,3,22,1,ind,UC Davis,19,,gary_stewart,0
2007,1414,66,45,36,72,9,26,13,16,4,4,18,6,big_west,UC Irvine,39,,pat_douglass,0
2007,1415,63,40,33,69,10,21,12,14,7,1,18,3,big_west,UC Riverside,22,,vonn_webb,0
2007,1416,72,47,39,73,11,23,15,15,7,3,20,7,cusa,UCF,39,,kirk_speraw,0
2007,1417,72,48,37,65,11,22,15,12,7,3,16,9,pac_ten,UCLA,39,Z02,ben_howland,1
2007,1418,67,42,30,66,14,23,12,14,6,3,19,2,sun_belt,Louisiana,39,,robert_lee,0
2007,1419,70,41,35,71,12,23,12,14,6,1,17,4,sun_belt,ULM,39,,orlando_early,0
2007,1420,60,42,33,73,10,21,12,13,5,3,17,6,aec,UMBC,37,,randy_monroe,0
2007,1421,68,43,36,67,12,24,14,16,7,4,17,5,big_south,UNC Asheville,37,,eddie_biedenbach,0
2007,1422,69,43,34,66,12,23,12,16,8,4,18,6,southern,UNC Greensboro,32,,mike_dement,0
2007,1423,65,42,31,70,11,24,14,15,5,2,21,2,caa,UNC Wilmington,39,,benny_moss,0
2007,1424,75,45,36,71,12,23,15,11,8,6,18,9,mwc,UNLV,39,Y07,lon_kruger,1
2007,1425,71,48,40,71,9,25,13,15,6,4,18,8,pac_ten,USC,39,W05,tim_floyd,1
2007,1426,72,45,34,69,12,24,14,18,7,3,20,4,southland,UT Arlington,39,,scott_cross,0
2007,1427,57,40,28,59,11,20,11,18,7,3,22,1,southland,UT San Antonio,39,,brooks_thompson,0
2007,1428,69,49,41,74,9,21,14,15,5,2,18,2,mwc,Utah,39,,ray_giacoletti,0
2007,1429,71,47,37,78,11,22,14,14,6,2,17,10,wac,Utah St,39,,stew_morrill,0
2007,1430,71,48,41,75,9,22,15,12,7,4,18,8,ind,Utah Valley,19,,dick_hunsaker,0
2007,1431,76,42,33,67,14,25,15,16,8,3,23,3,cusa,UTEP,39,,tony_barbee,0
2007,1433,75,46,40,72,12,21,14,11,7,3,18,15,caa,VCU,39,Z11,anthony_grant,1
2007,1434,66,46,39,74,8,24,13,16,5,3,20,7,mid_cont,Valparaiso,39,,homer_drew,0
2007,1435,76,45,37,73,10,23,17,12,7,3,17,5,sec,Vanderbilt,39,W06,kevin_stallings,1
2007,1436,70,45,36,67,15,26,13,16,5,4,18,16,aec,Vermont,39,,mike_lonergan,0
2007,1437,72,42,35,78,13,23,13,14,8,3,19,11,big_east,Villanova,39,Z09,jay_wright,1
2007,1438,77,44,37,74,13,26,13,14,5,3,20,3,acc,Virginia,39,X04,dave_leitao,1
2007,1439,72,47,37,67,11,22,13,11,8,5,18,8,acc,Virginia Tech,39,Z05,seth_greenberg,1
2007,1440,96,42,31,67,16,21,19,17,13,3,23,6,big_south,VMI,39,,duggar_baucom,0
2007,1441,68,40,31,69,12,21,12,14,8,2,22,5,southern,W Carolina,39,,larry_hunter,0
2007,1442,62,41,31,67,10,22,11,15,7,2,19,2,mid_cont,W Illinois,39,,derek_thomas,0
2007,1443,78,48,40,73,12,21,14,15,7,3,21,10,sun_belt,WKU,39,,darrin_horn,0
2007,1444,71,44,38,72,11,23,11,16,6,2,20,5,mac,W Michigan,39,,steve_hawkins,0
2007,1445,57,35,30,63,11,19,10,17,8,2,22,2,ind,W Salem St,4,,bobby_collins,0
2007,1447,70,43,34,66,12,24,13,15,7,3,19,4,nec,Wagner,39,,mike_deane,0
2007,1448,74,45,37,63,12,23,13,16,6,3,20,3,acc,Wake Forest,39,,skip_prosser,0
2007,1449,77,47,37,72,14,24,15,16,5,3,19,2,pac_ten,Washington,39,,lorenzo_romar,0
2007,1450,67,47,37,71,8,23,14,10,7,4,16,13,pac_ten,Washington St,39,W03,tony_bennett,1
2007,1451,71,49,39,67,10,23,14,16,7,2,20,6,big_sky,Weber St,39,Z15,randy_rahe,1
2007,1452,72,45,37,72,10,20,17,11,8,3,15,8,big_east,West Virginia,39,,john_beilein,0
2007,1453,68,43,38,77,10,23,11,12,5,3,17,7,horizon,WI Green Bay,39,,tod_kowalczyk,0
2007,1454,65,39,33,67,13,21,11,13,6,2,21,2,horizon,WI Milwaukee,33,,rob_jeter,0
2007,1455,69,46,36,71,10,23,15,12,6,3,18,6,mvc,Wichita St,39,,mark_turgeon,0
2007,1456,64,44,32,69,10,22,13,14,5,2,17,4,caa,William & Mary,39,,tony_shaver,0
2007,1457,74,48,36,63,12,25,16,13,7,4,17,13,big_south,Winthrop,37,Y11,gregg_marshall,1
2007,1458,70,46,36,68,11,24,14,11,6,3,15,10,big_ten,Wisconsin,39,Y02,bo_ryan,1
2007,1459,69,42,36,74,9,21,13,12,6,2,18,3,southern,Wofford,28,,mike_young,0
2007,1460,65,44,35,74,10,22,12,12,6,2,17,9,horizon,Wright St,36,Z14,brad_brownell,1
2007,1461,74,46,33,72,11,24,11,15,6,4,22,5,mwc,Wyoming,39,,steve_mcclain,0
2007,1462,76,48,39,74,11,23,15,13,6,4,18,8,a_ten,Xavier,39,X09,sean_miller,1
2007,1463,67,45,36,69,10,22,14,15,7,3,19,6,ivy,Yale,39,,james_jones,0
2007,1464,65,42,34,69,12,24,12,14,5,3,16,4,horizon,Youngstown St,39,,jerry_slocum,0
2008,1102,58,44,38,69,5,21,12,13,6,2,17,4,mwc,Air Force,39,,jeff_reynolds,0
2008,1103,71,44,38,71,11,20,13,13,7,3,20,10,mac,Akron,39,,keith_dambrot,0
2008,1104,75,46,36,62,14,25,16,13,7,4,17,4,sec,Alabama,39,,mark_gottfried,0
